Year,School ID,School Name,Network,Governance,School Type,Community Area,Unit,School,Total,PE,PK,K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12
2021-2022,609867,COOPER,,,,,,,457.0,0.0,15.0,42.0,37.0,39.0,47.0,59.0,49.0,56.0,47.0,66.0,0.0,0.0,0.0,0.0
2021-2022,610254,DVORAK,,,,,,,327.0,1.0,25.0,28.0,38.0,33.0,35.0,34.0,37.0,37.0,27.0,32.0,0.0,0.0,0.0,0.0
2021-2022,609967,FINKL,,,,,,,222.0,0.0,9.0,14.0,24.0,19.0,20.0,33.0,18.0,31.0,36.0,18.0,0.0,0.0,0.0,0.0
2021-2022,609938,GARY,,,,,,,808.0,12.0,14.0,0.0,0.0,0.0,116.0,104.0,145.0,121.0,141.0,155.0,0.0,0.0,0.0,0.0
2021-2022,609966,HAMMOND,,,,,,,252.0,5.0,14.0,27.0,16.0,28.0,23.0,26.0,34.0,22.0,24.0,33.0,0.0,0.0,0.0,0.0
2021-2022,609991,HERZL,,,,,,,418.0,6.0,36.0,38.0,44.0,48.0,49.0,39.0,40.0,42.0,40.0,36.0,0.0,0.0,0.0,0.0
2021-2022,610005,HUGHES C,,,,,,,198.0,9.0,19.0,16.0,13.0,24.0,21.0,17.0,15.0,21.0,25.0,18.0,0.0,0.0,0.0,0.0
2021-2022,609920,KANOON,,,,,,,439.0,0.0,20.0,31.0,42.0,43.0,38.0,41.0,42.0,55.0,70.0,57.0,0.0,0.0,0.0,0.0
2021-2022,610215,MADERO,,,,,,,265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,87.0,94.0,0.0,0.0,0.0,0.0
2021-2022,610056,MASON,,,,,,,268.0,23.0,14.0,29.0,16.0,19.0,31.0,21.0,26.0,30.0,27.0,32.0,0.0,0.0,0.0,0.0
2021-2022,610063,MCCORMICK,,,,,,,478.0,19.0,33.0,66.0,69.0,66.0,51.0,75.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-2022,610329,OROZCO,,,,,,,275.0,15.0,18.0,20.0,25.0,24.0,25.0,31.0,30.0,28.0,29.0,30.0,0.0,0.0,0.0,0.0
2021-2022,610123,PENN,,,,,,,221.0,11.0,18.0,20.0,19.0,13.0,22.0,23.0,21.0,29.0,21.0,24.0,0.0,0.0,0.0,0.0
2021-2022,609872,PEREZ,,,,,,,287.0,0.0,16.0,28.0,32.0,31.0,40.0,24.0,27.0,27.0,33.0,29.0,0.0,0.0,0.0,0.0
2021-2022,610129,PICKARD,,,,,,,318.0,0.0,18.0,23.0,28.0,28.0,37.0,27.0,42.0,33.0,44.0,38.0,0.0,0.0,0.0,0.0
2021-2022,610013,PILSEN,,,,,,,229.0,0.0,7.0,17.0,16.0,23.0,29.0,23.0,30.0,30.0,25.0,29.0,0.0,0.0,0.0,0.0
2021-2022,610125,RUIZ,,,,,,,447.0,14.0,17.0,40.0,41.0,39.0,45.0,41.0,52.0,47.0,57.0,54.0,0.0,0.0,0.0,0.0
2021-2022,610017,SAUCEDO,,,,,,,901.0,29.0,46.0,91.0,77.0,84.0,87.0,95.0,100.0,89.0,88.0,115.0,0.0,0.0,0.0,0.0
2021-2022,610184,SPRY ES,,,,,,,325.0,8.0,22.0,25.0,34.0,26.0,28.0,29.0,46.0,25.0,43.0,39.0,0.0,0.0,0.0,0.0
2021-2022,609921,TELPOCHCALLI,,,,,,,248.0,0.0,13.0,30.0,24.0,18.0,26.0,18.0,32.0,27.0,29.0,31.0,0.0,0.0,0.0,0.0
2021-2022,610216,WALSH,,,,,,,256.0,8.0,24.0,26.0,26.0,17.0,23.0,21.0,28.0,24.0,29.0,30.0,0.0,0.0,0.0,0.0
2021-2022,610227,WHITNEY,,,,,,,676.0,0.0,31.0,56.0,48.0,58.0,54.0,75.0,72.0,90.0,80.0,112.0,0.0,0.0,0.0,0.0
2021-2022,610228,WHITTIER,,,,,,,178.0,0.0,11.0,20.0,18.0,19.0,16.0,16.0,16.0,18.0,22.0,22.0,0.0,0.0,0.0,0.0
2021-2022,610317,BRIGHTON PARK,,,,,,,332.0,0.0,21.0,27.0,38.0,21.0,21.0,32.0,39.0,37.0,38.0,58.0,0.0,0.0,0.0,0.0
2021-2022,609829,BURROUGHS,,,,,,,380.0,1.0,17.0,28.0,32.0,45.0,40.0,37.0,41.0,46.0,47.0,46.0,0.0,0.0,0.0,0.0
2021-2022,610353,CALMECA,,,,,,,665.0,17.0,36.0,64.0,57.0,67.0,57.0,67.0,77.0,72.0,64.0,87.0,0.0,0.0,0.0,0.0
2021-2022,609855,CHRISTOPHER,,,,,,,331.0,0.0,0.0,27.0,22.0,25.0,33.0,37.0,47.0,47.0,45.0,48.0,0.0,0.0,0.0,0.0
2021-2022,610239,DALEY,,,,,,,510.0,2.0,23.0,50.0,47.0,51.0,63.0,43.0,71.0,54.0,49.0,57.0,0.0,0.0,0.0,0.0
2021-2022,609876,DAVIS N,,,,,,,528.0,13.0,37.0,43.0,60.0,48.0,45.0,52.0,46.0,50.0,74.0,60.0,0.0,0.0,0.0,0.0
2021-2022,609885,DEWEY,,,,,,,297.0,11.0,25.0,26.0,31.0,36.0,28.0,35.0,31.0,27.0,24.0,23.0,0.0,0.0,0.0,0.0
2021-2022,609903,EDWARDS,,,,,,,1300.0,49.0,101.0,95.0,126.0,118.0,125.0,142.0,124.0,119.0,136.0,165.0,0.0,0.0,0.0,0.0
2021-2022,610319,EVERGREEN,,,,,,,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,67.0,85.0,0.0,0.0,0.0,0.0
2021-2022,609929,FULTON,,,,,,,325.0,13.0,27.0,21.0,28.0,36.0,30.0,26.0,36.0,37.0,29.0,42.0,0.0,0.0,0.0,0.0
2021-2022,609952,GREENE,,,,,,,310.0,10.0,25.0,41.0,47.0,43.0,50.0,52.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-2022,609964,HAMLINE,,,,,,,557.0,21.0,33.0,49.0,53.0,54.0,56.0,66.0,63.0,52.0,46.0,64.0,0.0,0.0,0.0,0.0
2021-2022,609983,HEDGES,,,,,,,493.0,18.0,39.0,39.0,46.0,39.0,40.0,57.0,67.0,43.0,59.0,46.0,0.0,0.0,0.0,0.0
2021-2022,609986,HENDERSON,,,,,,,188.0,2.0,21.0,15.0,20.0,13.0,16.0,17.0,26.0,19.0,20.0,19.0,0.0,0.0,0.0,0.0
2021-2022,609997,HOLMES,,,,,,,128.0,2.0,8.0,17.0,15.0,16.0,12.0,6.0,17.0,13.0,10.0,12.0,0.0,0.0,0.0,0.0
2021-2022,610037,LIBBY,,,,,,,285.0,0.0,17.0,21.0,20.0,30.0,27.0,31.0,41.0,31.0,29.0,38.0,0.0,0.0,0.0,0.0
2021-2022,610096,NIGHTINGALE,,,,,,,1054.0,33.0,49.0,95.0,88.0,94.0,102.0,107.0,103.0,117.0,133.0,133.0,0.0,0.0,0.0,0.0
2021-2022,610117,PASTEUR,,,,,,,579.0,10.0,67.0,108.0,104.0,79.0,95.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-2022,610157,SAWYER,,,,,,,1103.0,2.0,31.0,91.0,92.0,104.0,99.0,110.0,121.0,123.0,166.0,164.0,0.0,0.0,0.0,0.0
2021-2022,610167,SEWARD,,,,,,,484.0,0.0,23.0,39.0,39.0,39.0,29.0,60.0,60.0,64.0,60.0,71.0,0.0,0.0,0.0,0.0
2021-2022,610172,SHERMAN,,,,,,,262.0,0.0,20.0,30.0,24.0,26.0,24.0,30.0,33.0,21.0,29.0,25.0,0.0,0.0,0.0,0.0
2021-2022,610174,SHIELDS,,,,,,,485.0,16.0,56.0,70.0,84.0,96.0,83.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-2022,610589,SOR JUANA,,,,,,,317.0,0.0,20.0,41.0,56.0,48.0,49.0,50.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-2022,610203,TONTI,,,,,,,833.0,35.0,74.0,114.0,125.0,115.0,100.0,120.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-2022,609951,ARIEL,,,,,,,403.0,0.0,34.0,32.0,43.0,42.0,35.0,44.0,37.0,48.0,50.0,38.0,0.0,0.0,0.0,0.0
2021-2022,610246,BEASLEY,,,,,,,1035.0,46.0,71.0,97.0,109.0,113.0,87.0,99.0,96.0,101.0,102.0,114.0,0.0,0.0,0.0,0.0
2021-2022,610237,BEETHOVEN,,,,,,,294.0,10.0,25.0,36.0,43.0,22.0,18.0,31.0,30.0,24.0,22.0,33.0,0.0,0.0,0.0,0.0
2021-2022,610590,BRONZEVILLE CLASSICAL,,,,,,,327.0,0.0,0.0,52.0,54.0,54.0,54.0,54.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-2022,609819,BURKE,,,,,,,269.0,2.0,16.0,33.0,31.0,25.0,16.0,36.0,22.0,25.0,32.0,31.0,0.0,0.0,0.0,0.0
2021-2022,609837,CARNEGIE,,,,,,,495.0,0.0,0.0,31.0,48.0,48.0,64.0,57.0,54.0,72.0,65.0,56.0,0.0,0.0,0.0,0.0
2021-2022,609844,CARTER,,,,,,,276.0,2.0,17.0,30.0,26.0,21.0,21.0,34.0,32.0,38.0,28.0,27.0,0.0,0.0,0.0,0.0
2021-2022,609891,DOOLITTLE,,,,,,,243.0,2.0,25.0,25.0,31.0,24.0,31.0,20.0,18.0,18.0,26.0,23.0,0.0,0.0,0.0,0.0
2021-2022,609894,DRAKE,,,,,,,281.0,1.0,18.0,26.0,31.0,29.0,30.0,26.0,35.0,29.0,32.0,24.0,0.0,0.0,0.0,0.0
2021-2022,609919,FISKE,,,,,,,355.0,0.0,23.0,46.0,49.0,33.0,35.0,35.0,40.0,28.0,36.0,30.0,0.0,0.0,0.0,0.0
2021-2022,609928,FULLER,,,,,,,313.0,0.0,18.0,18.0,25.0,25.0,24.0,46.0,35.0,37.0,40.0,45.0,0.0,0.0,0.0,0.0
2021-2022,609969,HARTE,,,,,,,331.0,3.0,40.0,48.0,24.0,28.0,27.0,31.0,27.0,27.0,36.0,40.0,0.0,0.0,0.0,0.0
2021-2022,609987,HENDRICKS,,,,,,,195.0,0.0,13.0,25.0,21.0,22.0,27.0,15.0,21.0,14.0,11.0,26.0,0.0,0.0,0.0,0.0
2021-2022,610030,KOZMINSKI,,,,,,,250.0,23.0,24.0,23.0,19.0,30.0,13.0,25.0,25.0,23.0,17.0,28.0,0.0,0.0,0.0,0.0
2021-2022,610276,MOLLISON,,,,,,,298.0,2.0,16.0,26.0,35.0,29.0,19.0,26.0,33.0,38.0,40.0,34.0,0.0,0.0,0.0,0.0
2021-2022,610090,MURRAY,,,,,,,484.0,0.0,0.0,50.0,55.0,55.0,55.0,54.0,61.0,56.0,48.0,50.0,0.0,0.0,0.0,0.0
2021-2022,610126,PERSHING,,,,,,,485.0,29.0,34.0,37.0,36.0,36.0,45.0,48.0,53.0,60.0,56.0,51.0,0.0,0.0,0.0,0.0
2021-2022,610142,RAY,,,,,,,563.0,1.0,58.0,28.0,46.0,60.0,61.0,62.0,74.0,64.0,50.0,59.0,0.0,0.0,0.0,0.0
2021-2022,610143,REAVIS,,,,,,,281.0,31.0,34.0,33.0,20.0,22.0,22.0,23.0,24.0,23.0,23.0,26.0,0.0,0.0,0.0,0.0
2021-2022,610256,ROBINSON,,,,,,,106.0,1.0,23.0,14.0,22.0,25.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-2022,610175,SHOESMITH,,,,,,,310.0,0.0,0.0,27.0,35.0,43.0,40.0,57.0,53.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-2022,610065,TILL,,,,,,,313.0,25.0,25.0,35.0,29.0,45.0,25.0,16.0,27.0,27.0,27.0,32.0,0.0,0.0,0.0,0.0
2021-2022,610213,WADSWORTH,,,,,,,465.0,22.0,36.0,32.0,39.0,43.0,41.0,51.0,46.0,52.0,55.0,48.0,0.0,0.0,0.0,0.0
2021-2022,610110,WELLS ES,,,,,,,313.0,0.0,38.0,31.0,36.0,41.0,24.0,25.0,31.0,30.0,28.0,29.0,0.0,0.0,0.0,0.0
2021-2022,609977,WOODLAWN,,,,,,,174.0,2.0,21.0,19.0,23.0,23.0,22.0,22.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-2022,610345,WOODSON,,,,,,,288.0,0.0,15.0,25.0,35.0,20.0,27.0,31.0,37.0,31.0,33.0,34.0,0.0,0.0,0.0,0.0
2021-2022,610287,ASHBURN,,,,,,,342.0,0.0,20.0,25.0,34.0,35.0,25.0,31.0,48.0,44.0,35.0,45.0,0.0,0.0,0.0,0.0
2021-2022,609788,BARNARD,,,,,,,262.0,1.0,18.0,25.0,19.0,26.0,26.0,29.0,30.0,27.0,32.0,29.0,0.0,0.0,0.0,0.0
2021-2022,610087,BLAIR,,,,,,,218.0,71.0,74.0,39.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-2022,609832,BYRNE,,,,,,,613.0,0.0,0.0,50.0,75.0,62.0,72.0,68.0,58.0,82.0,79.0,67.0,0.0,0.0,0.0,0.0
2021-2022,609839,CARROLL,,,,,,,385.0,26.0,33.0,36.0,34.0,32.0,33.0,42.0,42.0,40.0,30.0,37.0,0.0,0.0,0.0,0.0
2021-2022,610347,CLAREMONT,,,,,,,419.0,2.0,18.0,38.0,45.0,34.0,43.0,45.0,59.0,42.0,49.0,44.0,0.0,0.0,0.0,0.0
2021-2022,609861,CLISSOLD,,,,,,,389.0,0.0,20.0,44.0,31.0,36.0,35.0,43.0,35.0,53.0,44.0,48.0,0.0,0.0,0.0,0.0
2021-2022,609879,DAWES,,,,,,,1000.0,37.0,67.0,87.0,97.0,92.0,90.0,87.0,106.0,114.0,124.0,99.0,0.0,0.0,0.0,0.0
2021-2022,609893,DORE,,,,,,,719.0,0.0,62.0,71.0,59.0,68.0,66.0,72.0,70.0,84.0,80.0,87.0,0.0,0.0,0.0,0.0
2021-2022,610352,DURKIN PARK,,,,,,,679.0,28.0,57.0,63.0,56.0,50.0,56.0,71.0,75.0,67.0,79.0,77.0,0.0,0.0,0.0,0.0
2021-2022,609898,EBERHART,,,,,,,1123.0,2.0,53.0,93.0,85.0,111.0,107.0,103.0,131.0,130.0,149.0,159.0,0.0,0.0,0.0,0.0
2021-2022,609908,ESMOND,,,,,,,274.0,0.0,19.0,27.0,34.0,22.0,25.0,20.0,31.0,29.0,40.0,27.0,0.0,0.0,0.0,0.0
2021-2022,610057,FAIRFIELD,,,,,,,517.0,0.0,20.0,57.0,49.0,51.0,47.0,57.0,56.0,61.0,63.0,56.0,0.0,0.0,0.0,0.0
2021-2022,609956,GRIMES,,,,,,,393.0,0.0,20.0,34.0,33.0,44.0,45.0,40.0,37.0,39.0,50.0,51.0,0.0,0.0,0.0,0.0
2021-2022,609960,HALE,,,,,,,801.0,0.0,19.0,68.0,75.0,78.0,74.0,83.0,96.0,89.0,110.0,109.0,0.0,0.0,0.0,0.0
2021-2022,609807,HAMPTON,,,,,,,485.0,0.0,27.0,39.0,44.0,41.0,50.0,48.0,58.0,53.0,64.0,61.0,0.0,0.0,0.0,0.0
2021-2022,609981,HEARST,,,,,,,308.0,24.0,25.0,32.0,22.0,25.0,28.0,21.0,36.0,23.0,40.0,32.0,0.0,0.0,0.0,0.0
2021-2022,610006,HURLEY,,,,,,,732.0,15.0,38.0,64.0,73.0,66.0,74.0,66.0,78.0,62.0,99.0,97.0,0.0,0.0,0.0,0.0
2021-2022,610084,KELLER,,,,,,,212.0,0.0,0.0,0.0,26.0,29.0,26.0,28.0,28.0,29.0,24.0,22.0,0.0,0.0,0.0,0.0
2021-2022,610016,KELLOGG,,,,,,,278.0,0.0,0.0,35.0,22.0,33.0,34.0,30.0,29.0,29.0,34.0,32.0,0.0,0.0,0.0,0.0
2021-2022,610053,MARQUETTE,,,,,,,981.0,19.0,55.0,86.0,108.0,99.0,87.0,86.0,109.0,93.0,113.0,126.0,0.0,0.0,0.0,0.0
2021-2022,610067,MCKAY,,,,,,,651.0,21.0,53.0,47.0,69.0,72.0,49.0,65.0,80.0,58.0,72.0,65.0,0.0,0.0,0.0,0.0
2021-2022,610077,MORRILL,,,,,,,481.0,2.0,20.0,35.0,41.0,53.0,47.0,48.0,53.0,62.0,52.0,68.0,0.0,0.0,0.0,0.0
2021-2022,610109,OWEN,,,,,,,267.0,1.0,18.0,25.0,26.0,29.0,30.0,29.0,30.0,31.0,26.0,22.0,0.0,0.0,0.0,0.0
2021-2022,610588,RICHARDSON,,,,,,,977.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213.0,215.0,293.0,256.0,0.0,0.0,0.0,0.0
2021-2022,610185,STEVENSON,,,,,,,1086.0,21.0,61.0,106.0,98.0,119.0,94.0,102.0,107.0,119.0,142.0,117.0,0.0,0.0,0.0,0.0
2021-2022,610195,SUTHERLAND,,,,,,,606.0,0.0,0.0,51.0,75.0,70.0,74.0,73.0,71.0,70.0,59.0,63.0,0.0,0.0,0.0,0.0
2021-2022,610206,TWAIN,,,,,,,954.0,14.0,26.0,81.0,91.0,93.0,88.0,80.0,116.0,110.0,121.0,134.0,0.0,0.0,0.0,0.0
2021-2022,610207,VANDERPOEL,,,,,,,255.0,0.0,0.0,24.0,26.0,25.0,31.0,30.0,28.0,28.0,31.0,32.0,0.0,0.0,0.0,0.0
2021-2022,609871,VICK,,,,,,,274.0,129.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-2022,609790,BARTON,,,,,,,309.0,17.0,18.0,26.0,34.0,27.0,25.0,23.0,29.0,45.0,31.0,34.0,0.0,0.0,0.0,0.0
2021-2022,609791,BASS,,,,,,,379.0,19.0,21.0,45.0,33.0,34.0,41.0,37.0,46.0,33.0,33.0,37.0,0.0,0.0,0.0,0.0
2021-2022,610238,BOND,,,,,,,231.0,2.0,18.0,17.0,30.0,28.0,29.0,20.0,22.0,19.0,24.0,22.0,0.0,0.0,0.0,0.0
2021-2022,609864,COOK,,,,,,,298.0,2.0,18.0,24.0,32.0,27.0,33.0,26.0,40.0,32.0,35.0,29.0,0.0,0.0,0.0,0.0
2021-2022,610003,CUFFE,,,,,,,225.0,1.0,28.0,19.0,14.0,22.0,20.0,17.0,23.0,24.0,24.0,33.0,0.0,0.0,0.0,0.0
2021-2022,609897,EARLE,,,,,,,269.0,12.0,21.0,29.0,20.0,22.0,29.0,19.0,28.0,28.0,32.0,29.0,0.0,0.0,0.0,0.0
2021-2022,610362,EVERS,,,,,,,213.0,1.0,22.0,16.0,17.0,21.0,25.0,20.0,18.0,24.0,26.0,23.0,0.0,0.0,0.0,0.0
2021-2022,609924,FORT DEARBORN,,,,,,,347.0,16.0,24.0,39.0,25.0,37.0,35.0,29.0,40.0,33.0,28.0,41.0,0.0,0.0,0.0,0.0
2021-2022,609927,FOSTER PARK,,,,,,,320.0,16.0,29.0,41.0,33.0,33.0,24.0,25.0,35.0,22.0,26.0,36.0,0.0,0.0,0.0,0.0
2021-2022,610032,GREEN,,,,,,,326.0,4.0,16.0,27.0,39.0,26.0,26.0,36.0,37.0,37.0,38.0,40.0,0.0,0.0,0.0,0.0
2021-2022,609955,GRESHAM,,,,,,,363.0,0.0,15.0,31.0,36.0,33.0,45.0,52.0,40.0,39.0,38.0,34.0,0.0,0.0,0.0,0.0
2021-2022,609971,HARVARD,,,,,,,377.0,0.0,23.0,37.0,47.0,40.0,44.0,47.0,37.0,30.0,42.0,30.0,0.0,0.0,0.0,0.0
2021-2022,610369,JACKSON M,,,,,,,295.0,0.0,19.0,24.0,30.0,31.0,22.0,27.0,35.0,34.0,41.0,32.0,0.0,0.0,0.0,0.0
2021-2022,609805,JOPLIN,,,,,,,379.0,0.0,24.0,31.0,39.0,38.0,41.0,39.0,44.0,42.0,37.0,44.0,0.0,0.0,0.0,0.0
2021-2022,610019,KERSHAW,,,,,,,247.0,0.0,22.0,24.0,27.0,31.0,21.0,30.0,25.0,25.0,21.0,21.0,0.0,0.0,0.0,0.0
2021-2022,610299,KING ES,,,,,,,245.0,0.0,17.0,25.0,25.0,26.0,33.0,23.0,31.0,23.0,19.0,23.0,0.0,0.0,0.0,0.0
2021-2022,609869,LANGFORD,,,,,,,174.0,0.0,13.0,17.0,16.0,15.0,14.0,23.0,23.0,20.0,17.0,16.0,0.0,0.0,0.0,0.0
2021-2022,610290,MAYS,,,,,,,257.0,2.0,18.0,17.0,30.0,34.0,18.0,25.0,25.0,27.0,28.0,33.0,0.0,0.0,0.0,0.0
2021-2022,609793,NICHOLSON,,,,,,,448.0,2.0,38.0,43.0,38.0,39.0,53.0,53.0,48.0,45.0,42.0,47.0,0.0,0.0,0.0,0.0
2021-2022,610102,OGLESBY,,,,,,,272.0,2.0,19.0,27.0,28.0,31.0,21.0,23.0,36.0,15.0,38.0,32.0,0.0,0.0,0.0,0.0
2021-2022,610108,OTOOLE,,,,,,,328.0,4.0,21.0,28.0,35.0,30.0,27.0,44.0,34.0,38.0,32.0,35.0,0.0,0.0,0.0,0.0
2021-2022,610112,PARKER,,,,,,,393.0,3.0,32.0,35.0,46.0,39.0,39.0,42.0,45.0,36.0,33.0,43.0,0.0,0.0,0.0,0.0
2021-2022,609941,RANDOLPH,,,,,,,354.0,16.0,18.0,33.0,25.0,37.0,27.0,31.0,44.0,41.0,32.0,50.0,0.0,0.0,0.0,0.0
2021-2022,610153,RYDER,,,,,,,364.0,7.0,36.0,41.0,42.0,34.0,38.0,30.0,30.0,32.0,30.0,44.0,0.0,0.0,0.0,0.0
2021-2022,610339,STAGG,,,,,,,372.0,22.0,23.0,25.0,34.0,27.0,39.0,46.0,33.0,35.0,38.0,50.0,0.0,0.0,0.0,0.0
2021-2022,610223,WENTWORTH,,,,,,,407.0,3.0,30.0,43.0,49.0,41.0,37.0,38.0,43.0,40.0,40.0,43.0,0.0,0.0,0.0,0.0
2021-2022,610300,WESTCOTT,,,,,,,423.0,24.0,39.0,42.0,44.0,40.0,42.0,45.0,42.0,36.0,42.0,27.0,0.0,0.0,0.0,0.0
2021-2022,610268,ASHE,,,,,,,320.0,2.0,13.0,32.0,43.0,36.0,41.0,33.0,29.0,35.0,33.0,23.0,0.0,0.0,0.0,0.0
2021-2022,610350,BLACK,,,,,,,386.0,0.0,0.0,39.0,37.0,44.0,43.0,44.0,42.0,49.0,48.0,40.0,0.0,0.0,0.0,0.0
2021-2022,609815,BOUCHET,,,,,,,597.0,5.0,49.0,60.0,59.0,62.0,59.0,68.0,62.0,47.0,56.0,70.0,0.0,0.0,0.0,0.0
2021-2022,609806,BRADWELL,,,,,,,448.0,0.0,32.0,23.0,52.0,46.0,47.0,50.0,38.0,54.0,52.0,54.0,0.0,0.0,0.0,0.0
2021-2022,609813,BROWNELL,,,,,,,168.0,1.0,15.0,18.0,21.0,25.0,28.0,16.0,20.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-2022,609827,BURNSIDE,,,,,,,338.0,2.0,31.0,28.0,28.0,34.0,36.0,30.0,43.0,32.0,39.0,35.0,0.0,0.0,0.0,0.0
2021-2022,609862,COLES,,,,,,,304.0,3.0,19.0,27.0,28.0,24.0,28.0,36.0,33.0,35.0,29.0,42.0,0.0,0.0,0.0,0.0
2021-2022,609883,DENEEN,,,,,,,432.0,12.0,38.0,42.0,51.0,48.0,32.0,46.0,31.0,45.0,42.0,45.0,0.0,0.0,0.0,0.0
2021-2022,609887,DIXON,,,,,,,501.0,0.0,19.0,31.0,36.0,44.0,42.0,57.0,53.0,62.0,80.0,77.0,0.0,0.0,0.0,0.0
2021-2022,610316,EARHART,,,,,,,208.0,0.0,0.0,22.0,22.0,22.0,23.0,27.0,30.0,24.0,19.0,19.0,0.0,0.0,0.0,0.0
2021-2022,609939,GILLESPIE,,,,,,,401.0,0.0,19.0,41.0,40.0,37.0,37.0,43.0,47.0,55.0,42.0,40.0,0.0,0.0,0.0,0.0
2021-2022,610002,HOYNE,,,,,,,211.0,1.0,11.0,17.0,26.0,12.0,21.0,20.0,20.0,31.0,24.0,28.0,0.0,0.0,0.0,0.0
2021-2022,610047,MADISON,,,,,,,188.0,1.0,13.0,19.0,16.0,18.0,18.0,21.0,29.0,15.0,15.0,23.0,0.0,0.0,0.0,0.0
2021-2022,610052,MANN,,,,,,,293.0,1.0,23.0,26.0,27.0,24.0,26.0,34.0,43.0,25.0,36.0,28.0,0.0,0.0,0.0,0.0
2021-2022,610066,MCDADE,,,,,,,192.0,0.0,0.0,13.0,25.0,24.0,28.0,30.0,29.0,29.0,8.0,6.0,0.0,0.0,0.0,0.0
2021-2022,610171,MIRELES,,,,,,,453.0,3.0,23.0,47.0,49.0,40.0,48.0,49.0,50.0,42.0,50.0,52.0,0.0,0.0,0.0,0.0
2021-2022,610093,NEIL,,,,,,,264.0,0.0,18.0,22.0,26.0,29.0,32.0,24.0,30.0,25.0,28.0,30.0,0.0,0.0,0.0,0.0
2021-2022,610193,NEW SULLIVAN,,,,,,,405.0,21.0,25.0,34.0,40.0,38.0,39.0,40.0,37.0,46.0,45.0,40.0,0.0,0.0,0.0,0.0
2021-2022,609961,NINOS HEROES,,,,,,,325.0,1.0,17.0,30.0,31.0,32.0,32.0,36.0,42.0,36.0,37.0,31.0,0.0,0.0,0.0,0.0
2021-2022,610115,PARK MANOR,,,,,,,243.0,2.0,18.0,27.0,16.0,30.0,28.0,25.0,20.0,26.0,25.0,26.0,0.0,0.0,0.0,0.0
2021-2022,610116,PARKSIDE,,,,,,,241.0,1.0,17.0,25.0,31.0,24.0,23.0,23.0,27.0,20.0,26.0,24.0,0.0,0.0,0.0,0.0
2021-2022,610130,PIRIE,,,,,,,221.0,0.0,27.0,31.0,30.0,23.0,25.0,27.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-2022,610281,POWELL,,,,,,,518.0,4.0,30.0,42.0,73.0,46.0,58.0,56.0,53.0,53.0,49.0,54.0,0.0,0.0,0.0,0.0
2021-2022,610146,REVERE,,,,,,,219.0,0.0,17.0,13.0,31.0,20.0,24.0,25.0,28.0,21.0,21.0,19.0,0.0,0.0,0.0,0.0
2021-2022,610152,RUGGLES,,,,,,,330.0,1.0,26.0,27.0,33.0,34.0,38.0,32.0,40.0,34.0,29.0,36.0,0.0,0.0,0.0,0.0
2021-2022,610178,SCHMID,,,,,,,189.0,21.0,15.0,19.0,11.0,14.0,20.0,11.0,25.0,18.0,17.0,18.0,0.0,0.0,0.0,0.0
2021-2022,610530,SOUTH SHORE ES,,,,,,,280.0,13.0,23.0,20.0,35.0,20.0,33.0,33.0,18.0,31.0,25.0,29.0,0.0,0.0,0.0,0.0
2021-2022,610279,TANNER,,,,,,,309.0,23.0,22.0,28.0,27.0,26.0,27.0,27.0,29.0,40.0,31.0,29.0,0.0,0.0,0.0,0.0
2021-2022,610200,THORP J,,,,,,,290.0,3.0,31.0,32.0,33.0,34.0,25.0,21.0,24.0,37.0,24.0,26.0,0.0,0.0,0.0,0.0
2021-2022,610218,WARREN,,,,,,,236.0,2.0,16.0,27.0,23.0,26.0,25.0,16.0,28.0,26.0,26.0,21.0,0.0,0.0,0.0,0.0
2021-2022,610124,WASHINGTON H ES,,,,,,,222.0,2.0,15.0,16.0,20.0,25.0,17.0,27.0,34.0,20.0,26.0,20.0,0.0,0.0,0.0,0.0
2021-2022,609848,ALDRIDGE,,,,,,,217.0,2.0,11.0,28.0,24.0,20.0,24.0,19.0,20.0,22.0,26.0,21.0,0.0,0.0,0.0,0.0
