School Information,"Includes School Name, School Type, Community Area, Network, and Opportunity Index score (where applicable).",Year,Source_File,Source_Sheet,School Name,School Type,Network,Community Area,Opportunity Index,Fall 2024 Total Enrollment,Fall 2024 K-12 Non-Cluster Enrollment,Fall 2023 K-12 Non-Cluster Enrollment,Change in K-12 Non-Cluster Enrollment from Fall 2023 to Fall 2024,Student : Teacher Ratio for Core Classroom Teachers (Unadjusted for Floor),Per-Pupil Total For Need-Based Flexible Funding (Unadjusted for Floor),Per-Pupil Total For Title I Funding,Core Classroom,Holistic (ES Only),Title I Interventionists,Supplemental Programmatic Teachers,Critical Language Teachers,Other (Misc Grant-Funded),Teachers Received on Appeal,Teacher Positions Liquidated for Discretionary Dollars (Reference Only),Principal,Asst. Principal,Clerk,Counselor,Restorative Justice Coord.,Athletic Director,Athletic Stipends,School Assistant,Part-Time Operational Position,Other Central FTEs (incl. Awarded on Appeal),Liquidated AP,Liquidated RJC,Liquidated School Assistant,Liquidated Part-Time Operations Bucket,Teachers,Asst. Principal.1,Clerk.1,Counselor.1,Restorative Justice Coord..1,Tech Coord.,Teacher/ Classroom Assistants,Other Non-Teacher Discretionary Staff,Discretionary Non-FTE Funding,Special Ed Teachers,Special Ed Paraprofessionals,Case Managers,Other Special Ed FTEs,Early Childhood Teachers,Early Childhood Paraprofessionals,Other Early Chlidhood FTEs,Early College (ECCE) Positions,College & Career Coaches,STEM Coords & Teachers,IB Coord.,RGC & RGC-EL Coord.,Personalized Learning Coord.,Montessori Program Coord.,Montessori Positions,JROTC Positions,Bilingual & Dual Language Coordinators,STLS Advocates,Instructional Support Buckets,Lead Coaches,Lunchroom,Security,Whole School Safety Funding,School and District Improvement Grant (SDI) Allocation,School Internal Account Funded Teacher Positions,School Internal Account Funded Non-Teacher Positions,Fall 2024 PE/PK Enrollment,Fall 2024 K-12 Enrollment,Fall 2023 Total Enrollment,Change in Total Enrollment from Fall 2023 to Fall 2024,Centrally Allocated General Education Teachers,Fall 2025 Total Enrollment,Fall 2025 K-12 Non-Cluster Enrollment,Change in K-12 Non-Cluster Enrollment from Fall 2024 to Fall 2025,Loss Cap Teachers,Critical/World Language Teachers,School Operations Support - Add'l Flexible Funding,Other Central FTEs (incl. Class Size TA's),School Internal Account Funded AP Positions,Fall 2025 PE/PK Enrollment,Fall 2025 K-12 Enrollment,Change in Total Enrollment from Fall 2024 to Fall 2025,Centrally Allocated Teachers,Other Centrally-Allocated Positions
,,2027,DISTRICT_MANAGED_2027.xlsx,Traditional,BARTON,Elementary,Network 11,AUBURN GRESHAM,40.0,,342.0,,,23:1,713.0,492.5,15.0,4.0,1.0,,,,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,,0.0,,,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,269350.1,9.0,18.0,1.0,1.0,4.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15000.0,1.0,3.0,1.0,0.0,75000.0,0.0,0.0,,,,,,411.0,337.0,-5.0,0.0,0.0,20000.0,0.0,0.0,,,,,
,,2027,DISTRICT_MANAGED_2027.xlsx,Traditional,BASS,Elementary,Network 11,ENGLEWOOD,40.0,,280.0,,,23:1,713.0,492.5,10.0,3.0,1.0,,,,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,63821.21,6.0,11.0,0.5,0.0,4.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,15000.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,,,,,,248.0,209.0,-71.0,0.0,0.0,20000.0,0.0,0.0,,,,,
,,2027,DISTRICT_MANAGED_2027.xlsx,Traditional,BATEMAN,Elementary,Network 1,IRVING PARK,26.0,,807.0,,,25:1,545.0,327.5,31.0,7.0,2.0,,,,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,147814.85,13.0,28.0,1.0,0.0,7.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,15000.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,,,,,,856.0,760.0,-47.0,0.0,0.0,40000.0,0.0,0.0,,,,,
,,2027,DISTRICT_MANAGED_2027.xlsx,Traditional,NICHOLSON,Elementary,Network 11,ENGLEWOOD,42.0,,444.0,,,23:1,737.0,448.5,20.0,5.0,1.0,,,,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,331872.0,8.0,24.0,1.0,0.0,2.0,2.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,15000.0,1.0,4.0,2.0,0.0,75000.0,0.0,0.0,,,,,,490.0,443.0,-1.0,0.0,0.0,20000.0,0.0,0.0,,,,,
,,2027,DISTRICT_MANAGED_2027.xlsx,Traditional,CLARK ES,Elementary,ISP,AUSTIN,39.0,,123.0,,,23:1,701.0,432.0,10.0,3.0,0.0,,,,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,125766.8,2.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,15000.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,,,,,,123.0,115.0,-8.0,0.0,0.0,20000.0,0.0,0.0,,,,,
,,2027,DISTRICT_MANAGED_2027.xlsx,Traditional,BEAUBIEN,Elementary,Network 1,JEFFERSON PARK,24.0,,961.0,,,27:1,521.0,0.0,36.0,8.0,0.0,,,,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,,0.0,,,0.0,0.0,,,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,153725.5,13.0,24.0,1.5,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,15000.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,,,,,,1014.0,969.0,8.0,0.0,0.0,40000.0,0.0,0.0,,,,,
,,2027,DISTRICT_MANAGED_2027.xlsx,Traditional,BEIDLER,Elementary,Network 5,EAST GARFIELD PARK,37.0,,212.0,,,23:1,677.0,520.0,10.0,3.0,0.0,,,,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,,0.0,,,0.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,101775.0,4.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,15000.0,0.0,3.0,0.85,0.0,0.0,0.0,0.0,,,,,,211.0,197.0,-15.0,0.0,0.0,20000.0,0.0,0.0,,,,,
,,2027,DISTRICT_MANAGED_2027.xlsx,Traditional,BELDING,Elementary,Network 1,IRVING PARK,22.0,,562.0,,,27:1,497.0,0.0,21.0,5.0,0.0,,,,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,,,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,94699.95,8.0,12.0,1.0,0.0,2.0,2.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15000.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,,,,,,603.0,563.0,1.0,0.0,1.0,20000.0,0.0,0.0,,,,,
,,2027,DISTRICT_MANAGED_2027.xlsx,Traditional,BELL,Elementary,Network 4,NORTH CENTER,13.0,,873.0,,,27:1,389.0,0.0,33.0,8.0,0.0,,,,1.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,,0.0,,,0.0,0.0,,,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,678.0,19.0,26.0,1.0,7.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,15000.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,,,,,,923.0,891.0,18.0,0.0,1.0,40000.0,0.0,0.0,,,,,
,,2027,DISTRICT_MANAGED_2027.xlsx,Traditional,BENNETT,Elementary,Network 13,ROSELAND,35.0,,274.0,,,25:1,653.0,498.0,11.0,3.0,1.0,,,,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,103721.05,6.0,7.0,0.5,0.0,2.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,,,,,,302.0,270.0,-4.0,0.0,0.0,20000.0,0.0,0.0,,,,,
,,2027,DISTRICT_MANAGED_2027.xlsx,Traditional,SOUTH SHORE ES,Elementary,Network 12,SOUTH SHORE,38.0,,141.0,,,23:1,689.0,503.5,10.0,3.0,0.0,,,,0.0,-1.0,1.0,0.0,1.0,1.0,0.0,0.0,,0.0,,,0.0,0.0,,,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,94347.0,9.0,23.0,1.0,0.0,3.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,,,,,,236.0,153.0,12.0,0.0,0.0,20000.0,0.0,0.0,,,,,
,,2027,DISTRICT_MANAGED_2027.xlsx,Traditional,BLAINE,Elementary,Network 4,LAKE VIEW,19.0,,557.0,,,27:1,461.0,0.0,21.0,5.0,0.0,,,,3.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.1699999999999999,8391.0,11.0,11.0,1.0,0.0,4.0,4.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,15000.0,0.0,3.0,1.83,0.0,0.0,2.0,0.0,,,,,,633.0,554.0,-3.0,0.0,0.0,20000.0,0.0,0.0,,,,,
,,2027,DISTRICT_MANAGED_2027.xlsx,Traditional,MOSAIC,Elementary,Network 2,WEST RIDGE,29.0,,675.0,,,25:1,581.0,443.0,29.0,6.0,2.0,,,,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,,1.0,,,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0999999999999996,226106.2,12.0,16.0,1.0,0.0,3.0,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,15000.0,0.0,6.0,0.9,0.0,0.0,0.0,0.0,,,,,,769.0,706.0,31.0,0.0,0.0,40000.0,0.0,0.0,,,,,
,,2027,DISTRICT_MANAGED_2027.xlsx,Traditional,JOPLIN,Elementary,Network 11,AUBURN GRESHAM,37.0,,267.0,,,23:1,677.0,503.5,11.0,3.0,1.0,,,,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,,,0.0,0.0,,,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237264.25,6.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,15000.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,,,,,,273.0,253.0,-14.0,0.0,0.0,20000.0,0.0,0.0,,,,,
,,2027,DISTRICT_MANAGED_2027.xlsx,Traditional,BRADWELL,Elementary,Network 12,SOUTH SHORE,37.0,,492.0,,,23:1,677.0,437.5,20.0,4.0,1.0,,,,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,191911.52,10.0,14.0,0.5,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15000.0,1.0,3.0,2.0,0.0,50000.0,0.0,0.0,,,,,,476.0,456.0,-36.0,0.0,0.0,20000.0,0.0,0.0,,,,,
,,2027,DISTRICT_MANAGED_2027.xlsx,Traditional,HALEY,Elementary,Network 13,ROSELAND,39.0,,405.0,,,23:1,701.0,503.5,17.0,4.0,1.0,,,,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,167826.45,11.0,17.0,1.0,0.0,3.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,15000.0,0.0,6.0,2.0,0.0,5500.0,0.0,0.0,,,,,,434.0,378.0,-27.0,0.0,0.0,20000.0,0.0,0.0,,,,,
,,2027,DISTRICT_MANAGED_2027.xlsx,Traditional,BRENTANO,Elementary,Network 4,LOGAN SQUARE,21.0,,692.0,,,27:1,485.0,0.0,26.0,6.0,0.0,,,,1.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,,0.0,,,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,95821.0,12.0,17.0,1.0,0.0,6.0,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15000.0,0.0,2.0,2.0,0.0,15000.0,0.0,0.0,,,,,,762.0,693.0,1.0,0.0,0.0,40000.0,0.0,0.0,,,,,
,,2027,DISTRICT_MANAGED_2027.xlsx,Traditional,BRIDGE,Elementary,Network 1,DUNNING,23.0,,999.0,,,27:1,509.0,349.5,36.0,8.0,2.0,,,,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,,0.0,,,0.0,0.0,,,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,185448.59,12.0,19.0,1.5,0.0,7.0,4.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,15000.0,1.0,4.0,3.0,0.0,31000.0,0.0,0.0,,,,,,1058.0,956.0,-43.0,0.0,0.0,40000.0,0.0,0.0,,,,,
,,2027,DISTRICT_MANAGED_2027.xlsx,Traditional,BRIGHT,Elementary,Network 13,SOUTH DEERING,39.0,,172.0,,,23:1,701.0,509.0,10.0,3.0,1.0,,,,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,189865.95,8.5,19.0,0.0,0.0,2.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15000.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,,,,,,242.0,182.0,10.0,0.0,0.0,20000.0,0.0,0.0,,,,,
,,2027,DISTRICT_MANAGED_2027.xlsx,Traditional,LORCA,Elementary,Network 4,AVONDALE,29.0,,591.0,,,25:1,581.0,437.5,22.0,5.0,1.0,,,,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,1.0,,,0.0,-1.0,,,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,119053.3,10.0,6.0,1.0,0.0,3.0,3.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,15000.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,,,,,,561.0,528.0,-63.0,0.0,0.0,20000.0,0.0,0.0,,,,,
,,2027,DISTRICT_MANAGED_2027.xlsx,Traditional,BROWN W,Elementary,Network 6,NEAR WEST SIDE,33.0,,176.0,,,25:1,629.0,536.5,10.0,3.0,0.0,,,,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,,0.0,,,0.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,56365.95,10.0,9.0,1.0,0.0,2.0,1.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,,,,,,236.0,180.0,4.0,0.0,0.0,20000.0,0.0,0.0,,,,,
,,2027,DISTRICT_MANAGED_2027.xlsx,Traditional,BROWNELL,Elementary,Network 12,GREATER GRAND CROSSING,38.0,,148.0,,,23:1,689.0,503.5,7.0,3.0,0.0,,,,0.0,-1.0,1.0,0.0,1.0,1.0,0.0,0.0,,0.0,,,0.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8900000000000001,39666.1,3.0,5.0,0.0,0.0,2.0,1.0,0.1099999999999998,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,,,,,,132.0,125.0,-23.0,0.0,0.0,20000.0,0.0,0.0,,,,,
,,2027,DISTRICT_MANAGED_2027.xlsx,Traditional,BOUCHET,Elementary,Network 12,SOUTH SHORE,35.0,,567.0,,,25:1,653.0,525.5,25.0,6.0,1.0,,,,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,,0.0,,,0.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,289526.45,12.0,30.0,1.0,0.0,3.0,3.0,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,15000.0,1.0,6.0,3.0,0.0,0.0,0.0,0.0,,,,,,686.0,601.0,34.0,0.0,0.0,40000.0,0.0,0.0,,,,,
,,2027,DISTRICT_MANAGED_2027.xlsx,Traditional,WEST RIDGE,Elementary,ISP,WEST RIDGE,25.0,,614.0,,,27:1,533.0,448.5,24.0,6.0,1.0,,,,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,,1.0,,,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,2.87,1.0,55140.1,12.0,32.0,1.0,0.0,4.0,2.13,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,15000.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,,,,,,698.0,628.0,14.0,0.0,0.0,40000.0,0.0,0.0,,,,,
,,2027,DISTRICT_MANAGED_2027.xlsx,Traditional,BUDLONG,Elementary,ISP,LINCOLN SQUARE,28.0,,658.0,,,25:1,569.0,344.0,26.0,6.0,1.0,,,,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,,0.0,,,0.0,0.0,,,2.23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,207569.49,11.0,15.0,1.0,0.0,6.77,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15000.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,,,,,,742.0,630.0,-28.0,0.0,0.0,40000.0,0.0,0.0,,,,,
,,2027,DISTRICT_MANAGED_2027.xlsx,Traditional,BURBANK,Elementary,Network 3,BELMONT CRAGIN,32.0,,589.0,,,25:1,617.0,465.0,22.0,6.0,1.0,,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,0.0,,,0.0,0.0,,,2.0,0.0,0.0,0.0,0.0,0.0,0.59,2.0,161053.25,11.0,32.0,1.0,0.0,4.0,3.41,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,15000.0,0.0,7.0,2.0,0.0,15000.0,0.0,0.0,,,,,,649.0,543.0,-46.0,2.0,0.0,20000.0,0.0,0.0,,,,,
,,2027,DISTRICT_MANAGED_2027.xlsx,Traditional,BURKE,Elementary,Network 9,WASHINGTON PARK,34.0,,281.0,,,25:1,641.0,509.0,10.0,3.0,0.0,,,,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,,,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150426.35,5.0,15.0,0.5,0.0,2.0,2.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,15000.0,1.0,2.0,2.0,0.0,30000.0,0.0,0.0,,,,,,282.0,247.0,-34.0,0.0,0.0,20000.0,0.0,0.0,,,,,
,,2027,DISTRICT_MANAGED_2027.xlsx,Traditional,BURLEY,Elementary,Network 4,LAKE VIEW,20.0,,494.0,,,27:1,473.0,0.0,19.0,4.0,0.0,,,,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,1.0,,,0.0,0.0,,,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112140.95,7.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,0.0,2.0,1.0,0.0,0.0,1.5,0.0,,,,,,494.0,494.0,0.0,0.0,0.0,20000.0,1.0,0.0,,,,,
,,2027,DISTRICT_MANAGED_2027.xlsx,Traditional,BURNHAM,Elementary,Network 13,SOUTH DEERING,37.0,,341.0,,,23:1,677.0,520.0,15.0,4.0,1.0,,,,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,139982.1,11.0,28.0,1.0,0.0,2.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,0.0,4.0,2.0,0.0,30000.0,0.0,0.0,,,,,,372.0,340.0,-1.0,0.0,0.0,20000.0,0.0,0.0,,,,,
,,2027,DISTRICT_MANAGED_2027.xlsx,Traditional,HERNANDEZ,Elementary,Network 8,GAGE PARK,35.0,,720.0,,,25:1,653.0,470.5,28.0,6.0,2.0,,,,0.0,-2.0,1.0,1.0,1.0,2.0,1.0,0.0,,1.0,,,0.0,0.0,,,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,199899.07000000004,6.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,15000.0,1.0,6.0,2.0,0.0,31000.0,0.0,0.0,,,,,,694.0,694.0,-26.0,0.0,0.0,40000.0,0.0,0.0,,,,,
,,2027,DISTRICT_MANAGED_2027.xlsx,Traditional,HUGHES L,Elementary,Network 13,ROSELAND,37.0,,319.0,,,23:1,677.0,492.5,14.0,3.0,1.0,,,,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222041.57,12.585,24.0,1.0,0.0,4.085,2.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,15000.0,0.0,4.0,2.0,0.0,30000.0,0.0,0.0,,,,,,413.0,309.0,-10.0,0.0,0.0,20000.0,0.0,0.0,,,,,
,,2027,DISTRICT_MANAGED_2027.xlsx,Traditional,BURR,Elementary,Network 6,WEST TOWN,19.0,,465.0,,,27:1,461.0,0.0,17.0,4.0,0.0,,,,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,,,0.0,0.0,,,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47267.0,8.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,15000.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,,,,,,458.0,458.0,-7.0,0.0,0.0,20000.0,0.0,0.0,,,,,
,,2027,DISTRICT_MANAGED_2027.xlsx,Traditional,BURROUGHS,Elementary,Network 8,BRIGHTON PARK,41.0,,290.0,,,23:1,725.0,481.5,12.0,3.0,1.0,,,,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,,,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,133281.94,6.0,10.0,0.5,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15000.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,,,,,,285.0,269.0,-21.0,0.0,0.0,20000.0,0.0,0.0,,,,,
,,2027,DISTRICT_MANAGED_2027.xlsx,Traditional,BRUNSON,Elementary,Network 3,AUSTIN,38.0,,348.0,,,23:1,689.0,503.5,16.0,4.0,1.0,,,,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,,0.0,,,0.0,0.0,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221251.75,8.0,22.0,1.0,0.0,5.0,3.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,15000.0,1.0,4.0,1.0,0.0,75000.0,0.0,0.0,,,,,,486.0,366.0,18.0,0.0,0.0,20000.0,0.0,0.0,,,,,
,,2027,DISTRICT_MANAGED_2027.xlsx,Traditional,BYRNE,Elementary,Network 10,GARFIELD RIDGE,22.0,,572.0,,,27:1,497.0,305.5,22.0,5.0,1.0,,,,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,,0.0,,,0.0,0.0,,,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,167585.28,12.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15000.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,,,,,,624.0,587.0,15.0,0.0,0.0,40000.0,0.0,0.0,,,,,
,,2027,DISTRICT_MANAGED_2027.xlsx,Traditional,DAISY BATES,Elementary,ISP,AVALON PARK,35.0,,181.0,,,25:1,653.0,487.0,10.0,3.0,1.0,,,,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,,0.0,,,0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,75894.12,7.0,12.0,0.5,0.0,2.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,0.0,3.0,1.0,0.0,15000.0,0.0,0.0,,,,,,261.0,205.0,24.0,0.0,0.0,20000.0,0.0,0.0,,,,,
,,2027,DISTRICT_MANAGED_2027.xlsx,Traditional,LITTLE VILLAGE,Elementary,ISP,SOUTH LAWNDALE,38.0,,543.0,,,23:1,689.0,437.5,22.0,5.0,1.0,,,,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,,0.0,,,0.0,0.0,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194785.62,11.0,13.0,1.0,0.0,3.0,2.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,15000.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0,,,,,,522.0,502.0,-41.0,0.0,0.0,20000.0,0.0,0.0,,,,,
,,2027,DISTRICT_MANAGED_2027.xlsx,Traditional,CAMERON,Elementary,Network 5,HUMBOLDT PARK,40.0,,629.0,,,23:1,713.0,404.5,27.0,6.0,1.0,,,,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,,0.0,,,0.0,0.0,,,1.77,0.0,0.0,0.0,0.0,0.0,0.0,3.0,221386.08,8.0,8.0,1.0,0.0,2.23,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,15000.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,,,,,,644.0,609.0,-20.0,0.0,0.0,40000.0,0.0,0.0,,,,,
